Feature	Number of Genes	Genes
nuclear speck	7	EP400, PALB2, ALKBH5, YLPM1, GATAD2A, GATAD2B, SAP130
sequence-specific double-stranded DNA binding	7	TGIF1, PROX1, RFX1, E2F4, TGIF2LX, ZBTB2, DPF1
mRNA transcription by RNA polymerase II	7	TAF7, NCBP1, TAF1, TAF3, TAF4, TAF5, TAF6
 transcription initiation by RNA polymerase II	7	TAF7, ERCC6, TAF1, TAF3, TAF4, TAF5, TAF6
DNA damage response	7	KAT5, ASH2L, BOD1L1, NIPBL, TAF1, ING2, SHPRH
brain development	7	PROX1, CHD8, NIPBL, BPTF, MBD3, RBBP4, RBBP7
plasma membrane	7	TBC1D2, ARID4A, ING2, TSHZ3, ACTL6A, ARID1B, ARID2
biological_process	6	ZMYM2, ARID4B, CFDP1, YLPM1, BRD9, BCL7B
mitochondrion	6	ARID4B, JARID2, NCBP1, BRD8, HAT1, TNRC18
 DNA-binding transcription factor activity	6	TFDP1, ARID5B, KDM1A, KDM5A, SMARCA4, SMARCB1
perinuclear region of cytoplasm	6	SET, MRFAP1, KAT5, ATN1, SRCAP, CDK2AP1
negative regulation of gene expression	6	RBL2, RBL1, CHD4, RCOR1, TAF1, HDAC1
chromosome	6	RBL2, PRR14, CDCA2, BOD1L1, HMG20B, EED
lysine-acetylated histone binding	6	BRD7, YEATS4, DPF2, BRD9, TAF1, SMARCA4
RNA polymerase II general transcription initiation factor activity	6	TAF7, TAF1, TAF3, TAF4, TAF5, TAF6
RNA polymerase II preinitiation complex assembly	6	TAF7, TAF1, TAF3, TAF4, TAF5, TAF6
transcription factor TFIID complex	6	TAF7, TAF1, TAF3, TAF4, TAF5, TAF6
protein import into nucleus	6	KPNA6, POLA2, KPNA1, KPNA2, NUP50, ING1
transcription coregulator activity	6	NPAT, SAP30, SAP30L, SMARCD1, SMARCD2, SMARCD3
 gene expression	6	NPAT, PROX1, HMG20B, BCL11A, HDAC1, ZNF827
enzyme binding	6	CTNNBL1, SUDS3, KDM1A, RCOR1, HDAC1, HDAC2
DNA methylation	5	ARID4B, ARID4A, EZH2, GATAD2A, MTA2
histone methyltransferase complex	5	JARID2, WDR5, KMT2B, DPY30, ASH2L
ribonucleoprotein complex	5	SUZ12, NCBP1, SRRT, PHAX, ZNF827
ATP hydrolysis activity	5	CHD3, CHD4, ERCC6, CHD8, SRCAP
centrosome	5	CHD3, CTNNBL1, CHD4, PHF1, DPF2
histone H3 acetylation	5	WDR5, TAF7, TAF4, TAF5, TAF6
histone H3-K4 methylation	5	WDR5, KMT2B, DPY30, ASH2L, BOD1L1
protein heterodimerization activity	5	TAF7, TAF1, TAF3, TAF4, TAF6
transcription initiation at RNA polymerase II promoter	5	TAF7, TAF1, TAF4, TAF5, TAF6
 transcription elongation by RNA polymerase II	5	NCBP1, INTS13, ERCC6, INTS9, PWWP2A
nuclear membrane	5	YEATS4, KPNA2, NUP50, TAF3, TNRC18
nuclear receptor binding	5	PROX1, TAF1, ARID1A, SMARCD3, SMARCE1
ATP-dependent activity, acting on DNA	5	ERCC6, BPTF, RBBP4, SMARCA2, SMARCA4
nucleosome binding	5	CABIN1, EED, SAP30L, ARID1A, ARID1B
molecular_function	4	ARID4B, CFDP1, POLA2, BCL7A
facultative heterochromatin formation	4	JARID2, SUZ12, EZH2, KDM5A
 transcription involved in G1/S transition of mitotic cell cycle	4	TFDP1, NPAT, E2F6, E2F4
RNA polymerase II transcription regulator complex	4	TFDP1, E2F6, CHD4, E2F4
multicellular organism growth	4	ARID5B, PALB2, ATN1, ERCC6
negative regulation of G1/S transition of mitotic cell cycle	4	RBL2, BRD7, RBL1, EZH2
extracellular exosome	4	RBL2, STMN1, NIPBL, BPTF
hydrolase activity	4	EP400, SHPRH, SMARCA2, SMARCA4
Wnt signaling pathway	4	BRD7, CHD8, MBD2, BCL7B
 histone deacetylation	4	WDR5, CTBP1, NIPBL, ING2
 embryonic development	4	WDR5, NFRKB, NIPBL, ACTL6A
MLL1/2 complex	4	WDR5, KMT2B, DPY30, ASH2L
Set1C/COMPASS complex	4	WDR5, DPY30, ASH2L, BOD1L1
double-strand break repair via homologous recombination	4	PALB2, KAT5, CHD4, MMS22L
animal organ morphogenesis	4	PALB2, GMNN, E2F4, SMARCC1
negative regulation of apoptotic process	4	PALB2, HDAC1, HDAC2, SIN3A
embryonic organ development	4	PALB2, MBD2, MBD3, ARID2
DNA repair complex	4	PALB2, KDM1A, PHF21A, RCOR1
DNA-templated transcription initiation	4	TAF7, TAF4, TAF5, TAF6
monoubiquitinated histone deubiquitination	4	TAF7, TAF4, TAF5, TAF6
monoubiquitinated histone H2A deubiquitination	4	TAF7, TAF4, TAF5, TAF6
male germ cell nucleus	4	TAF7, TAF3, TAF4, SMARCC1
transcription factor TFTC complex	4	TAF7, TAF4, TAF5, TAF6
molecular adaptor activity	4	NCBP1, TAF6, MBD2, SMARCD1
in utero embryonic development	4	NPAT, CHD8, MBD3, SIN3A
hippocampus development	4	XRN2, EZH1, EZH2, HDAC1
fibrillar center	4	TRERF1, SAP30L, SMARCA4, SMARCB1
histone acetyltransferase activity	4	KAT5, SRCAP, TAF1, HAT1
transcription coregulator binding	4	CTBP1, CHD4, SMARCA4, SMARCD3
DNA replication-dependent chromatin assembly	4	CHAF1A, ASF1B, CHAF1B, RBBP4
signal transduction	4	STMN1, ING2, MTA1, ACTL6A
Sin3-type complex	4	SUDS3, BRMS1L, PHF12, SAP130
NURF complex	4	C17orf49, BPTF, RBBP4, RBBP7
heterochromatin	4	EZH1, HDAC1, MBD2, MBD3
circadian regulation of gene expression	4	HDAC1, HDAC2, KDM5A, MTA1
negative regulation of cell growth	4	ING1, RBBP7, SMARCA2, SMARCA4
PML body	3	ZMYM2, CHD3, UBN1
histone demethylase activity	3	JARID2, KDM1A, KDM5A
histone H3K27 methyltransferase activity	3	JARID2, EZH1, EZH2
liver development	3	JARID2, ARID5B, PROX1
stem cell differentiation	3	JARID2, EZH2, MTF2
cellular response to leukemia inhibitory factor	3	JARID2, ARID5B, MTF2
DNA-binding transcription activator activity, RNA polymerase II-specific	3	TFDP1, E2F4, ZNF521
enzyme activator activity	3	SUZ12, RAMAC, EED
chromatin DNA binding	3	SUZ12, EZH2, KDM5A
histone methyltransferase activity	3	SUZ12, EED, EZH2
 mitotic cell cycle	3	BRD7, INTS13, GMNN
skeletal system development	3	WDR5, USP1, TRPS1
neuron projection development	3	WDR5, STMN1, ERCC6
MLL3/4 complex	3	WDR5, DPY30, ASH2L
mRNA splicing, via spliceosome	3	NCBP1, XAB2, CTNNBL1
nuclear localization sequence binding	3	KPNA6, KPNA1, KPNA2
nuclear import signal receptor activity	3	KPNA6, KPNA1, KPNA2
NLS-bearing protein import into nucleus	3	KPNA6, KPNA1, KPNA2
NLS-dependent protein nuclear import complex	3	KPNA6, KPNA1, KPNA2
chromosome segregation	3	CDCA2, MAU2, HJURP
cell division	3	CDCA2, MAU2, INTS13
telomere maintenance	3	NFRKB, ZNF827, ACTL6A
 DNA replication	3	NFRKB, GMNN, ACTL6A
mRNA processing	3	ALKBH5, XRN2, SRRT
Golgi apparatus	3	ALKBH5, DPY30, SRCAP
nuclear receptor coactivator activity	3	BRD8, TRERF1, KDM1A
protein dimerization activity	3	E2F6, MGA, E2F4
Piccolo NuA4 histone acetyltransferase complex	3	EPC2, KAT5, ING3
neuron differentiation	3	XRN2, ERCC6, HDAC1
histone H4 acetyltransferase activity	3	KAT5, ING3, HAT1
spermatid development	3	KAT5, ING2, SMARCA2
neurogenesis	3	KAT5, ERCC6, SMARCE1
 circadian rhythm	3	KAT5, PROX1, EZH2
DNA repair-dependent chromatin remodeling	3	KAT5, PHF1, KDM1A
site of double-strand break	3	KAT5, MMS22L, PHF1
heterochromatin formation	3	CTBP1, EZH1, EZH2
 cold-induced thermogenesis	3	ZNF516, KDM1A, SMARCA4
integrator complex	3	INTS13, NIPBL, INTS9
CAF-1 complex	3	CHAF1A, CHAF1B, RBBP4
response to nutrient levels	3	PROX1, MBD2, MBD3
XY body	3	SIN3B, SMARCB1, SMARCC1
site of DNA damage	3	CHD4, ERCC6, MMS22L
 chromatin binding	3	GMNN, KDM1A, MBD2
transcription factor binding	3	KDM1A, TAF3, SMARCA4
RNA polymerase II core promoter sequence-specific DNA binding	3	TAF1, EZH2, HDAC1
transcription regulator inhibitor activity	3	TAF1, TAF3, SIN3A
ATPase complex	3	BPTF, RBBP4, RBBP7
subtelomeric heterochromatin formation	3	EZH1, EZH2, HAT1
response to estradiol	3	EZH2, MBD2, MBD3
DNA methylation-dependent heterochromatin formation	3	HDAC1, MBD2, MBD3
heart development	3	MBD2, MBD3, ZFPM1
NuRD complex binding	3	MTA3, PWWP2A, ZNF827
neural retina development	3	ACTL6A, SMARCA4, SMARCD3
nuclear chromosome	3	PBRM1, SMARCB1, SMARCE1
 gene expression by genomic imprinting	2	ARID4B, ARID4A
establishment of Sertoli cell barrier	2	ARID4B, ARID4A
histone H3K4me/H3K4me2/H3K4me3 demethylase activity	2	JARID2, KDM5A
central nervous system development	2	JARID2, ATN1
dosage compensation by inactivation of X chromosome	2	JARID2, SUZ12
cardiac muscle cell proliferation	2	JARID2, ARID2
cis-regulatory region sequence-specific DNA binding	2	TFDP1, ZNF516
kidney development	2	ARID5B, PROX1
male gonad development	2	ARID5B, ATN1
post-embryonic development	2	ARID5B, ATN1
fat cell differentiation	2	ARID5B, NIPBL
face morphogenesis	2	ARID5B, NIPBL
adipose tissue development	2	ARID5B, ZNF516
protein phosphatase inhibitor activity	2	SET, CABIN1
negative regulation of histone acetylation	2	SET, CTBP1
endoplasmic reticulum	2	SET, RPS24
 lipid kinase activity	2	RBL2, RBL1
negative regulation of fibroblast apoptotic process	2	CFDP1, CHD8
lncRNA binding	2	SUZ12, EZH2
oligodendrocyte differentiation	2	SUZ12, HDAC1
chromatin silencing complex	2	SUZ12, EZH2
protein-DNA complex	2	SUZ12, KDM5A
centriolar satellite	2	CHD3, UBN1
histone H3K4 methyltransferase activity	2	WDR5, KMT2B
nuclear thyroid hormone receptor binding	2	TAF7, BRD8
H3K27me3 modified histone binding	2	TAF7, TAF1
intracellular estrogen receptor signaling pathway	2	TAF7, ARID1A
negative regulation of MHC class II biosynthetic process	2	TAF7, HDAC2
mRNA binding	2	NCBP1, MBD2
alternative mRNA splicing, via spliceosome	2	NCBP1, KDM1A
7-methylguanosine mRNA capping	2	NCBP1, RAMAC
RNA catabolic process	2	NCBP1, XRN2
mRNA export from nucleus	2	NCBP1, ALKBH5
snRNA export from nucleus	2	NCBP1, PHAX
primary miRNA processing	2	NCBP1, SRRT
mRNA cap binding complex	2	NCBP1, RAMAC
viral genome replication	2	KPNA6, CTBP1
entry of viral genome into host nucleus through nuclear pore complex via importin	2	KPNA6, KPNA2
 viral life cycle	2	KPNA6, KPNA2
host cell	2	KPNA6, KPNA2
muscle organ development	2	PRR14, ZNF609
ubiquitin-dependent protein catabolic process	2	USP1, TAF1
mitotic cell cycle	2	YEATS4, PBRM1
cytoskeleton organization	2	YEATS4, ZMYM3
DNA recombination	2	NFRKB, ACTL6A
 chromosome organization	2	NFRKB, ACTL6A
 DNA strand elongation	2	NFRKB, ACTL6A
 telomere maintenance in response to DNA damage	2	NFRKB, ACTL6A
Ino80 complex	2	NFRKB, ACTL6A
Cajal body	2	NPAT, PHAX
cell surface receptor signaling pathway	2	BRD8, CABIN1
rRNA processing	2	XRN2, RPS24
aggresome	2	XRN2, CABIN1
histone H2A acetyltransferase activity	2	KAT5, ING3
histone H4K16 acetyltransferase activity	2	KAT5, ING3
transcription regulator activator activity	2	KAT5, BICRA
molecular function activator activity	2	KAT5, RAMAC
molecular function inhibitor activity	2	KAT5, GMNN
double-strand break repair	2	KAT5, MTA1
response to ionizing radiation	2	KAT5, MTA1
neural tube development	2	KAT5, PROX1
proteasome-mediated ubiquitin-dependent protein catabolic process	2	KAT5, MTA1
cellular response to glucose stimulus	2	KAT5, SIN3A
cellular response to estradiol stimulus	2	KAT5, LCOR
cohesin loader activity	2	MAU2, NIPBL
mitotic sister chromatid cohesion	2	MAU2, NIPBL
maintenance of mitotic sister chromatid cohesion	2	MAU2, NIPBL
SMC loading complex	2	MAU2, NIPBL
Scc2-Scc4 cohesin loading complex	2	MAU2, NIPBL
glutamatergic synapse	2	CTBP1, KPNA1
transcription-coupled nucleotide-excision repair	2	XAB2, ERCC6
cerebral cortex development	2	XAB2, KDM1A
Prp19 complex	2	XAB2, CTNNBL1
histone H4K12 acetyltransferase activity	2	ING3, HAT1
 neuron migration	2	ZNF609, NIPBL
beta-catenin binding	2	ASH2L, CHD8
histone methyltransferase binding	2	LCOR, PHF1
histone chaperone activity	2	ANP32E, ASF1B
cytoplasmic vesicle	2	ANP32E, TBC1D2
anchoring junction	2	ATN1, TBC1D2
 DNA recombination	2	KPNA1, KPNA2
nuclear pore	2	KPNA1, NUP50
postsynaptic density	2	KPNA1, BCL11A
mitotic spindle organization	2	INTS13, STMN1
snRNA processing	2	INTS13, INTS9
flagellated sperm motility	2	INTS13, ING2
unfolded protein binding	2	CHAF1A, CHAF1B
chromo shadow domain binding	2	CHAF1A, NIPBL
ventricular septum morphogenesis	2	PROX1, ZFPM1
hepatocyte differentiation	2	PROX1, SMARCB1
neuronal stem cell population maintenance	2	PROX1, SRRT
 neural precursor cell proliferation	2	PROX1, KDM1A
microtubule	2	STMN1, MTA1
 GTPase activity	2	TBC1D2, EZH2
blastocyst hatching	2	ASF1B, SMARCB1
DNA helicase activity	2	ERCC6, CHD8
 transcription by RNA polymerase III	2	ERCC6, CHD8
replication fork processing	2	MMS22L, BOD1L1
protein localization to chromatin	2	MMS22L, EZH2
negative regulation of cell cycle	2	GMNN, TAF6
 chondrocyte differentiation	2	TRPS1, ZNF219
digestive tract development	2	CHD8, NIPBL
negative regulation of canonical Wnt signaling pathway	2	CHD8, HDAC1
protein kinase activity	2	PDIK1L, TAF1
protein serine/threonine kinase activity	2	PDIK1L, TAF1
protein serine kinase activity	2	PDIK1L, TAF1
nuclear envelope	2	NUP50, MTA1
protein-macromolecule adaptor activity	2	SRRT, GATAD2A
mRNA cap binding complex binding	2	SRRT, PHAX
dendrite development	2	SS18L1, HDAC2
heart morphogenesis	2	NIPBL, ARID2
outflow tract morphogenesis	2	NIPBL, ZFPM1
protein localization	2	NIPBL, SIN3A
neuronal cell body	2	PHAX, HDAC1
protein sumoylation	2	HMG20B, BCL11A
skeletal muscle cell differentiation	2	HMG20B, SAP30
 neuron differentiation	2	HMG20B, SIN3A
nuclear androgen receptor binding	2	KDM1A, SMARCA4
 neuroblast proliferation	2	KDM1A, SMARCD3
negative regulation of protein binding	2	KDM1A, ZFPM1
cellular response to UV	2	KDM1A, TAF1
negative regulation of DNA binding	2	KDM1A, HDAC2
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	2	KDM1A, ING2
erythrocyte differentiation	2	RCOR1, ZFPM1
protein polyubiquitination	2	TAF1, SHPRH
 protein binding	2	TAF1, SMARCD3
 cell cycle G1/S phase transition	2	TAF1, EZH2
core promoter sequence-specific DNA binding	2	TAF4, HDAC1
aryl hydrocarbon receptor binding	2	TAF4, TAF6
endoderm development	2	BPTF, HDAC1
DNA polymerase binding	2	CDK2AP1, SMARCA4
spinal cord development	2	EED, ACTL6A
histone H3K27 trimethyltransferase activity	2	EZH1, EZH2
histone H3-K27 trimethylation	2	EZH1, EZH2
 epithelial to mesenchymal transition	2	EZH2, HDAC2
rhythmic process	2	EZH2, SIN3A
cellular response to hydrogen peroxide	2	EZH2, HDAC2
protein lysine deacetylase activity	2	HDAC1, HDAC2
NF-kappaB binding	2	HDAC1, HDAC2
histone decrotonylase activity	2	HDAC1, HDAC2
epidermal cell differentiation	2	HDAC1, HDAC2
odontogenesis of dentin-containing tooth	2	HDAC1, HDAC2
embryonic digit morphogenesis	2	HDAC1, HDAC2
 oligodendrocyte differentiation	2	HDAC1, HDAC2
negative regulation of androgen receptor signaling pathway	2	HDAC1, SMARCA4
hair follicle placode formation	2	HDAC1, HDAC2
eyelid development in camera-type eye	2	HDAC1, HDAC2
fungiform papilla formation	2	HDAC1, HDAC2
histone H3 deacetylation	2	HDAC1, HDAC2
 signaling receptor activity	2	HDAC1, HDAC2
cellular response to dopamine	2	HDAC2, SIN3A
phosphatidylinositol binding	2	ING2, PHF12
protein-containing complex binding	2	ING2, SIN3A
methyl-CpG binding	2	MBD2, MBD3
 Wnt signaling pathway	2	MBD2, SMARCA4
 DNA methylation	2	MBD2, MBD3
epigenetic regulation of gene expression	2	MTA1, MTF2
 G2/M transition of mitotic cell cycle	2	MTA3, SIN3A
RNA polymerase I core promoter sequence-specific DNA binding	2	SMARCA4, SMARCB1
Tat protein binding	2	SMARCA4, SMARCB1
RNA polymerase I preinitiation complex assembly	2	SMARCA4, SMARCB1
positive regulation by host of viral transcription	2	SMARCA4, SMARCB1
 transcription of nucleolar large rRNA by RNA polymerase I	2	SMARCA4, SMARCB1
 glucose mediated signaling pathway	2	SMARCA4, SMARCB1
signaling receptor binding	2	SMARCD1, SMARCD3
ubiquitin conjugating enzyme binding	1	ZMYM2
ubiquitin binding	1	JARID2
ubiquitin modification-dependent histone binding	1	JARID2
negative regulation of cardiac muscle hypertrophy	1	JARID2
spleen development	1	JARID2
thymus development	1	JARID2
negative regulation of cardiac muscle cell proliferation	1	JARID2
protein localization to pericentric heterochromatin	1	JARID2
epidermis development	1	TFDP1
anoikis	1	TFDP1
negative regulation of fat cell proliferation	1	TFDP1
 DNA biosynthetic process	1	TFDP1
Rb-E2F complex	1	TFDP1
nitrogen compound metabolic process	1	ARID5B
female gonad development	1	ARID5B
fibroblast migration	1	ARID5B
adrenal gland development	1	ARID5B
platelet-derived growth factor receptor signaling pathway	1	ARID5B
cell development	1	ARID5B
muscle organ morphogenesis	1	ARID5B
skeletal system morphogenesis	1	ARID5B
roof of mouth development	1	ARID5B
fat pad development	1	ARID5B
protein phosphatase regulator activity	1	SET
negative regulation of neuron apoptotic process	1	SET
lipid droplet	1	SET
Notch signaling pathway	1	ZNF423
 BMP signaling pathway	1	ZNF423
protein localization to cilium	1	ZNF423
negative regulation of cold-induced thermogenesis	1	ZNF423
cell adhesion	1	CFDP1
 cell shape	1	CFDP1
fibroblast apoptotic process	1	CFDP1
cellular_component	1	CFDP1
protein antigen binding	1	EP400
cell population proliferation	1	SUZ12
sex chromatin	1	SUZ12
spindle organization	1	CHD3
centrosome cycle	1	CHD3
gluconeogenesis	1	WDR5
histone H4-K5 acetylation	1	WDR5
histone H4-K8 acetylation	1	WDR5
histone H4-K16 acetylation	1	WDR5
histone H3-K14 acetylation	1	WDR5
 gluconeogenesis	1	WDR5
 cell division	1	WDR5
 histone H3-K4 methylation	1	WDR5
 tubulin deacetylation	1	WDR5
 dosage compensation by inactivation of X chromosome	1	WDR5
histone acetyltransferase complex	1	WDR5
NSL complex	1	WDR5
mitotic spindle	1	WDR5
ATAC complex	1	WDR5
somitogenesis	1	PALB2
inner cell mass cell proliferation	1	PALB2
mesoderm development	1	PALB2
post-anal tail morphogenesis	1	PALB2
TFIIH-class transcription factor complex binding	1	TAF7
histone acetyltransferase binding	1	TAF7
nuclear vitamin D receptor binding	1	TAF7
P-TEFb complex binding	1	TAF7
spermine transport	1	TAF7
negative regulation of protein kinase activity	1	TAF7
negative regulation of MHC class I biosynthetic process	1	TAF7
RNA cap binding	1	NCBP1
RNA 7-methylguanosine cap binding	1	NCBP1
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1	NCBP1
spliceosomal complex assembly	1	NCBP1
cap-dependent translational initiation	1	NCBP1
 translational initiation	1	NCBP1
histone mRNA metabolic process	1	NCBP1
RNA splicing	1	NCBP1
 cell growth	1	NCBP1
mRNA 3'-end processing	1	NCBP1
 mRNA 3'-end processing	1	NCBP1
miRNA-mediated gene silencing	1	NCBP1
 mRNA splicing, via spliceosome	1	NCBP1
 mRNA processing	1	NCBP1
defense response to virus	1	NCBP1
pre-mRNA cleavage required for polyadenylation	1	NCBP1
 mRNA polyadenylation	1	NCBP1
 RNA binding	1	NCBP1
nuclear cap binding complex	1	NCBP1
RNA cap binding complex	1	NCBP1
maternal process involved in female pregnancy	1	KPNA6
 cytokine production involved in inflammatory response	1	KPNA6
DNA replication, synthesis of RNA primer	1	POLA2
DNA replication initiation	1	POLA2
alpha DNA polymerase:primase complex	1	POLA2
nuclear lamina	1	PRR14
cysteine-type endopeptidase activity	1	USP1
cysteine-type deubiquitinase activity	1	USP1
peptidase activity	1	USP1
response to UV	1	USP1
protein deubiquitination	1	USP1
monoubiquitinated protein deubiquitination	1	USP1
 error-prone translesion synthesis	1	USP1
structural constituent of cytoskeleton	1	YEATS4
modification-dependent protein binding	1	YEATS4
 mitotic nuclear division	1	CDCA2
 protein dephosphorylation	1	CDCA2
 chromosome segregation	1	CDCA2
ribonuclease MRP activity	1	RPP40
ribonuclease P activity	1	RPP40
ribonuclease P RNA binding	1	RPP40
endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	1	RPP40
tRNA 5'-leader removal	1	RPP40
endonucleolytic cleavage involved in tRNA processing	1	RPP40
ribonuclease MRP complex	1	RPP40
nucleolar ribonuclease P complex	1	RPP40
multimeric ribonuclease P complex	1	RPP40
protease binding	1	NFRKB
Gemini of coiled bodies	1	NPAT
negative regulation of cellular senescence	1	RBL1
unmethylated CpG binding	1	KMT2B
histone H3K4 monomethyltransferase activity	1	KMT2B
histone H3K4 trimethyltransferase activity	1	KMT2B
2-oxoglutarate-dependent dioxygenase activity	1	ALKBH5
oxidative RNA demethylase activity	1	ALKBH5
mRNA N6-methyladenosine dioxygenase activity	1	ALKBH5
response to hypoxia	1	ALKBH5
oxidative single-stranded RNA demethylation	1	ALKBH5
 mRNA stability	1	ALKBH5
cellular response to thyroid hormone stimulus	1	BRD8
3'-5'-RNA exonuclease activity	1	XRN2
transcription termination site sequence-specific DNA binding	1	XRN2
nuclease activity	1	XRN2
5'-3' RNA exonuclease activity	1	XRN2
5'-3' exonuclease activity	1	XRN2
nuclear-transcribed mRNA catabolic process	1	XRN2
termination of RNA polymerase II transcription	1	XRN2
RNA processing	1	XRN2
RNA metabolic process	1	XRN2
retina development in camera-type eye	1	XRN2
RNA phosphodiester bond hydrolysis, exonucleolytic	1	XRN2
transcription coactivator binding	1	TRERF1
nuclear progesterone receptor binding	1	TRERF1
progesterone receptor signaling pathway	1	TRERF1
cellular response to progesterone stimulus	1	TRERF1
protein homodimerization activity	1	DPY30
endosomal transport	1	DPY30
trans-Golgi network	1	DPY30
 telomere maintenance	1	YLPM1
acetyltransferase activator activity	1	KAT5
acetyltransferase activity	1	KAT5
phosphatase activator activity	1	KAT5
histone acetyltransferase regulator activity	1	KAT5
protein serine/threonine kinase activator activity	1	KAT5
histone H2AK5 acetyltransferase activity	1	KAT5
peptide-lysine-N-acetyltransferase activity	1	KAT5
peptide 2-hydroxyisobutyryltransferase activity	1	KAT5
peptide crotonyltransferase activity	1	KAT5
peptide butyryltransferase activity	1	KAT5
establishment of mitotic spindle orientation	1	KAT5
nucleotide-excision repair	1	KAT5
DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	1	KAT5
 autophagy	1	KAT5
 triglyceride biosynthetic process	1	KAT5
internal peptidyl-lysine acetylation	1	KAT5
peptidyl-lysine acetylation	1	KAT5
negative regulation of interleukin-2 production	1	KAT5
sperm DNA condensation	1	KAT5
cellular response to glucose starvation	1	KAT5
innate immune response	1	KAT5
 regulatory T cell differentiation	1	KAT5
 mitotic sister chromatid segregation	1	KAT5
cellular senescence	1	KAT5
 protein acetylation	1	KAT5
 hematopoietic stem cell differentiation	1	KAT5
 attachment of mitotic spindle microtubules to kinetochore	1	KAT5
lipid droplet disassembly	1	KAT5
negative regulation of double-strand break repair via homologous recombination	1	KAT5
mitotic spindle pole	1	KAT5
double-stranded DNA binding	1	MAU2
oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	1	CTBP1
NAD binding	1	CTBP1
synaptic vesicle endocytosis	1	CTBP1
white fat cell differentiation	1	CTBP1
negative regulation of histone H4 acetylation	1	CTBP1
synaptic vesicle clustering	1	CTBP1
presynaptic active zone cytoplasmic component	1	CTBP1
GABA-ergic synapse	1	CTBP1
 cell morphogenesis	1	ZMYM3
generation of catalytic spliceosome for first transesterification step	1	XAB2
blastocyst development	1	XAB2
U2-type catalytic step 2 spliceosome	1	XAB2
catalytic step 2 spliceosome	1	XAB2
post-mRNA release spliceosomal complex	1	XAB2
histone H4K5 acetyltransferase activity	1	ING3
histone H4K8 acetyltransferase activity	1	ING3
 myoblast proliferation	1	ZNF609
adaptive immune response	1	CTNNBL1
somatic diversification of immunoglobulins	1	CTNNBL1
spliceosomal complex	1	CTNNBL1
hemopoiesis	1	ASH2L
response to estrogen	1	ASH2L
euchromatin	1	ASH2L
nuclear estrogen receptor binding	1	LCOR
ubiquitin-specific protease binding	1	LCOR
phosphatase inhibitor activity	1	ANP32E
protein folding chaperone	1	ANP32E
protein folding	1	ANP32E
response to cold	1	ZNF516
brown fat cell differentiation	1	ZNF516
cell fate specification	1	MGA
cell killing	1	ATN1
determination of adult lifespan	1	ATN1
cell migration	1	ATN1
maintenance of cell polarity	1	ATN1
response to food	1	ATN1
neuron apoptotic process	1	ATN1
skeletal muscle satellite cell proliferation	1	KPNA1
satellite cell activation involved in skeletal muscle regeneration	1	KPNA1
 canonical Wnt signaling pathway	1	KPNA1
postsynapse to nucleus signaling pathway	1	KPNA1
dendrite	1	KPNA1
centrosome localization	1	INTS13
 fertilization	1	INTS13
protein localization to nuclear envelope	1	INTS13
DNA binding domain binding	1	PROX1
LBD domain binding	1	PROX1
 endothelial cell proliferation	1	PROX1
lymphangiogenesis	1	PROX1
lens development in camera-type eye	1	PROX1
hepatocyte cell migration	1	PROX1
neuroblast proliferation	1	PROX1
negative regulation of neuroblast proliferation	1	PROX1
circadian rhythm	1	PROX1
 endothelial cell migration	1	PROX1
epithelial cell migration	1	PROX1
dorsal spinal cord development	1	PROX1
dentate gyrus development	1	PROX1
cerebellar granule cell differentiation	1	PROX1
skeletal muscle thin filament assembly	1	PROX1
lung development	1	PROX1
olfactory placode formation	1	PROX1
pancreas development	1	PROX1
otic placode formation	1	PROX1
negative regulation of viral genome replication	1	PROX1
 cyclin-dependent protein serine/threonine kinase activity	1	PROX1
lens placode formation involved in camera-type eye formation	1	PROX1
neuron fate determination	1	PROX1
venous blood vessel morphogenesis	1	PROX1
ventricular cardiac myofibril assembly	1	PROX1
atrial cardiac muscle tissue morphogenesis	1	PROX1
ventricular cardiac muscle tissue morphogenesis	1	PROX1
retina morphogenesis in camera-type eye	1	PROX1
embryonic retina morphogenesis in camera-type eye	1	PROX1
endocardium formation	1	PROX1
 sarcomere organization	1	PROX1
aorta smooth muscle tissue morphogenesis	1	PROX1
 heart growth	1	PROX1
lymphatic endothelial cell differentiation	1	PROX1
blood vessel endothelial cell differentiation	1	PROX1
lymphatic endothelial cell fate commitment	1	PROX1
branching involved in pancreas morphogenesis	1	PROX1
lens fiber cell morphogenesis	1	PROX1
negative regulation of bile acid biosynthetic process	1	PROX1
hepatocyte proliferation	1	PROX1
acinar cell differentiation	1	PROX1
 cell cycle checkpoint	1	PROX1
 forebrain neuron differentiation	1	PROX1
structural constituent of ribosome	1	RPS24
translation initiation factor binding	1	RPS24
cytoplasmic translation	1	RPS24
translation	1	RPS24
erythrocyte homeostasis	1	RPS24
ribosomal small subunit biogenesis	1	RPS24
small ribosomal subunit	1	RPS24
cytosolic ribosome	1	RPS24
cytosolic small ribosomal subunit	1	RPS24
