name	geneset	paragraph	references
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- CUL3 serves as a scaffold protein, while ELOC and SKP1 act as adaptor proteins.[4][5][6]	"[6] Li, Xuan, Yang, Kai-Bin, Chen, Wei, Mai, Jia, Wu, Xiao-Qi, Sun, Ting, Wu, Rui-Yan, Jiao, Lin, Li, Dan-Dan, Ji, Jiao, Zhang, Hai-Liang, Yu, Yan, Chen, Yu-Hong, Feng, Gong-Kan, Deng, Rong, Li, Jun-Dong, Zhu, Xiao-Feng. ""CUL3 (cullin 3)-mediated ubiquitination and degradation of BECN1 (beclin 1) inhibit autophagy and promote tumor progression."" Autophagy, 2021, pp. 4323-4340."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- This complex is involved in the ubiquitination and subsequent degradation of target proteins.	
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- FBXW7 is an F-box protein that recognizes and binds to phosphorylated substrates.[7][8][9]	"[7] Zhao, Jiejie, Xiong, Xuelian, Li, Yao, Liu, Xing, Wang, Tao, Zhang, Hong, Jiao, Yang, Jiang, Jingjing, Zhang, Huijie, Tang, Qiqun, Gao, Xin, Li, Xuejun, Lu, Yan, Liu, Bin, Hu, Cheng, Li, Xiaoying. ""Hepatic F-Box Protein FBXW7 Maintains Glucose Homeostasis Through Degradation of Fetuin-A."" Diabetes, 2018, pp. 818-830."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- FBXW7 is an F-box protein that recognizes and binds to phosphorylated substrates.[7][8][9]	"[8] Yumimoto, Kanae, Akiyoshi, Sayuri, Ueo, Hiroki, Sagara, Yasuaki, Onoyama, Ichiro, Ueo, Hiroaki, Ohno, Shinji, Mori, Masaki, Mimori, Koshi, Nakayama, Keiichi I. ""F-box protein FBXW7 inhibits cancer metastasis in a non-cell-autonomous manner."" The Journal of clinical investigation, 2015, pp. 621-35."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- FBXW7 is an F-box protein that recognizes and binds to phosphorylated substrates.[7][8][9]	"[9] Fan, Jingyi, Bellon, Marcia, Ju, Mingyi, Zhao, Lin, Wei, Minjie, Fu, Liwu, Nicot, Christophe. ""Clinical significance of FBXW7 loss of function in human cancers."" Molecular cancer, 2022, pp. 87."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with SKP1, forming the SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complex.[10][11][12]	"[10] Harper, J Wade, Schulman, Brenda A. ""Cullin-RING Ubiquitin Ligase Regulatory Circuits: A Quarter Century Beyond the F-Box Hypothesis."" Annual review of biochemistry, 2021, pp. 403-429."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with SKP1, forming the SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complex.[10][11][12]	"[11] Zheng, Ning, Schulman, Brenda A, Song, Langzhou, Miller, Julie J, Jeffrey, Philip D, Wang, Ping, Chu, Claire, Koepp, Deanna M, Elledge, Stephen J, Pagano, Michele, Conaway, Ronald C, Conaway, Joan W, Harper, J Wade, Pavletich, Nikola P. ""Structure of the Cul1-Rbx1-Skp1-F boxSkp2 SCF ubiquitin ligase complex."" Nature, 2002, pp. 703-9."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with SKP1, forming the SCF (SKP1-CUL1-F-box protein) E3 ubiquitin ligase complex.[10][11][12]	"[12] Burrows, Amy C, Prokop, John, Summers, Matthew K. ""Skp1-Cul1-F-box ubiquitin ligase (SCF(βTrCP))-mediated destruction of the ubiquitin-specific protease USP37 during G2-phase promotes mitotic entry."" The Journal of biological chemistry, 2012, pp. 39021-9."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- This complex targets specific proteins for ubiquitination and degradation.	
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- HSP90AA1 is a molecular chaperone that assists in the folding, stabilization, and degradation of client proteins.[13][14][15]	"[13] Zuehlke, Abbey D, Beebe, Kristin, Neckers, Len, Prince, Thomas. ""Regulation and function of the human HSP90AA1 gene."" Gene, 2015, pp. 8-16."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- HSP90AA1 is a molecular chaperone that assists in the folding, stabilization, and degradation of client proteins.[13][14][15]	"[14] Yang, Cai-Xia, Chen, Lu, Mou, Qiao, Yang, Yu-Wei, Wang, Yi, Yin, Zongjun, Du, Zhi-Qiang. ""HSP90AA1 promotes viability and lactate production but inhibits hormone secretion of porcine immature Sertoli cells."" Theriogenology, 2022, pp. 64-74."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- HSP90AA1 is a molecular chaperone that assists in the folding, stabilization, and degradation of client proteins.[13][14][15]	"[15] Badri, T M, Chen, K L, Alsiddig, M A, Li, Lian, Cai, Yafei, Wang, G L. ""Genetic polymorphism in Hsp90AA1 gene is associated with the thermotolerance in Chinese Holstein cows."" Cell stress & chaperones, 2018, pp. 639-651."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with various proteins, including MDM2 and STK11, to regulate their stability and function.[16][17][18]	"[16] Holzer, Philipp. ""Discovery of Potent and Selective p53-MDM2 Protein-Protein Interaction Inhibitors as Anticancer Drugs."" Chimia, 2017, pp. 716-721."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with various proteins, including MDM2 and STK11, to regulate their stability and function.[16][17][18]	"[17] Zhou, Jiajia, Kryczek, Ilona, Li, Shasha, Li, Xiong, Aguilar, Angelo, Wei, Shuang, Grove, Sara, Vatan, Linda, Yu, Jiali, Yan, Yijian, Liao, Peng, Lin, Heng, Li, Jing, Li, Gaopeng, Du, Wan, Wang, Weichao, Lang, Xueting, Wang, Weimin, Wang, Shaomeng, Zou, Weiping. ""The ubiquitin ligase MDM2 sustains STAT5 stability to control T cell-mediated antitumor immunity."" Nature immunology, 2021, pp. 460-470."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with various proteins, including MDM2 and STK11, to regulate their stability and function.[16][17][18]	"[18] Mu, Hongbei, Cai, Siying, Wang, Xiaofei, Li, Huiying, Zhang, Ling, Li, Huaibiao, Xiang, Wenpei. ""RNA binding protein IGF2BP1 meditates oxidative stress-induced granulosa cell dysfunction by regulating MDM2 mRNA stability in an m<sup>6</sup>A-dependent manner."" Redox biology, 2022, pp. 102492."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- MDM2 is an E3 ubiquitin ligase that targets the tumor suppressor protein p53 for degradation.[19][20][21]	"[19] Zhou, Jiajia, Kryczek, Ilona, Li, Shasha, Li, Xiong, Aguilar, Angelo, Wei, Shuang, Grove, Sara, Vatan, Linda, Yu, Jiali, Yan, Yijian, Liao, Peng, Lin, Heng, Li, Jing, Li, Gaopeng, Du, Wan, Wang, Weichao, Lang, Xueting, Wang, Weimin, Wang, Shaomeng, Zou, Weiping. ""The ubiquitin ligase MDM2 sustains STAT5 stability to control T cell-mediated antitumor immunity."" Nature immunology, 2021, pp. 460-470."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- MDM2 is an E3 ubiquitin ligase that targets the tumor suppressor protein p53 for degradation.[19][20][21]	"[20] Sola, Martina, Rendon-Angel, Azucena, Rojo Martinez, Viviana, Sgrignani, Jacopo, Magrin, Claudia, Piovesana, Ester, Cavalli, Andrea, Paganetti, Paolo, Papin, Stéphanie. ""Tau protein binds to the P53 E3 ubiquitin ligase MDM2."" Scientific reports, 2023, pp. 10208."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- MDM2 is an E3 ubiquitin ligase that targets the tumor suppressor protein p53 for degradation.[19][20][21]	"[21] Liu, Juan, Zhang, Cen, Hu, Wenwei, Feng, Zhaohui. ""Tumor suppressor p53 and metabolism."" Journal of molecular cell biology, 2019, pp. 284-292."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with HSP90AA1, which stabilizes MDM2 and enhances its activity.[22][23][24]	"[22] Xiao, Xin, Wang, Wei, Li, Yuqian, Yang, Di, Li, Xiaokang, Shen, Chao, Liu, Yan, Ke, Xianzhu, Guo, Shuo, Guo, Zheng. ""HSP90AA1-mediated autophagy promotes drug resistance in osteosarcoma."" Journal of experimental & clinical cancer research : CR, 2018, pp. 201."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with HSP90AA1, which stabilizes MDM2 and enhances its activity.[22][23][24]	"[23] Zuehlke, Abbey D, Beebe, Kristin, Neckers, Len, Prince, Thomas. ""Regulation and function of the human HSP90AA1 gene."" Gene, 2015, pp. 8-16."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with HSP90AA1, which stabilizes MDM2 and enhances its activity.[22][23][24]	"[24] Yang, Shaosong, Nie, Tiejian, She, Hua, Tao, Kai, Lu, Fangfang, Hu, Yiman, Huang, Lu, Zhu, Lin, Feng, Dayun, He, Dan, Qi, Jing, Kukar, Thomas, Ma, Long, Mao, Zixu, Yang, Qian. ""Regulation of TFEB nuclear localization by HSP90AA1 promotes autophagy and longevity."" Autophagy, 2023, pp. 822-838."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- This interaction plays a crucial role in the regulation of cell cycle and apoptosis.	
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- STK11 is a serine/threonine kinase that acts as a tumor suppressor.[25][26][27]	"[25] Altamish, Mohammad, Dahiya, Rajiv, Singh, Avinash Kumar, Mishra, Anurag, Aljabali, Alaa A A, Satija, Saurabh, Mehta, Meenu, Dureja, Harish, Prasher, Parteek, Negi, Poonam, Kapoor, Deepak N, Goyal, Rohit, Tambuwala, Murtaza M, Chellappan, Dinesh Kumar, Dua, Kamal, Gupta, Gaurav. ""Role of the Serine/Threonine Kinase 11 (STK11) or Liver Kinase B1 (LKB1) Gene in Peutz-Jeghers Syndrome."" Critical reviews in eukaryotic gene expression, 2020, pp. 245-252."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- STK11 is a serine/threonine kinase that acts as a tumor suppressor.[25][26][27]	"[26] Marinaccio, Christian, Suraneni, Praveen, Celik, Hamza, Volk, Andrew, Wen, Qiang Jeremy, Ling, Te, Bulic, Marinka, Lasho, Terra, Koche, Richard P, Famulare, Christopher A, Farnoud, Noushin, Stein, Brady, Schieber, Michael, Gurbuxani, Sandeep, Root, David E, Younger, Scott T, Hoffman, Ronald, Gangat, Naseema, Ntziachristos, Panagiotis, Chandel, Navdeep S, Levine, Ross L, Rampal, Raajit K, Challen, Grant A, Tefferi, Ayalew, Crispino, John D. ""LKB1/<i>STK11</i> Is a Tumor Suppressor in the Progression of Myeloproliferative Neoplasms."" Cancer discovery, 2021, pp. 1398-1410."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- STK11 is a serine/threonine kinase that acts as a tumor suppressor.[25][26][27]	"[27] Rho, Seung Bae, Byun, Hyun Jung, Kim, Boh-Ram, Lee, Chang Hoon. ""LKB1/STK11 Tumor Suppressor Reduces Angiogenesis by Directly Interacting with VEGFR2 in Tumorigenesis."" Biomolecules & therapeutics, 2023, pp. 456-465."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It phosphorylates and activates various downstream targets, including AMPK and p53.[28][29][30]	"[28] Zhang, Qian, Liu, Shengduo, Zhang, Chen-Song, Wu, Qirou, Yu, Xinyuan, Zhou, Ruyuan, Meng, Fansen, Wang, Ailian, Zhang, Fei, Chen, Shasha, Wang, Xiaojian, Li, Lei, Huang, Jun, Huang, Yao-Wei, Zou, Jian, Qin, Jun, Liang, Tingbo, Feng, Xin-Hua, Lin, Sheng-Cai, Xu, Pinglong. ""AMPK directly phosphorylates TBK1 to integrate glucose sensing into innate immunity."" Molecular cell, 2022, pp. 4519-4536.e7."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It phosphorylates and activates various downstream targets, including AMPK and p53.[28][29][30]	"[29] Li, Yu, Xu, Shanqin, Mihaylova, Maria M, Zheng, Bin, Hou, Xiuyun, Jiang, Bingbing, Park, Ogyi, Luo, Zhijun, Lefai, Etienne, Shyy, John Y-J, Gao, Bin, Wierzbicki, Michel, Verbeuren, Tony J, Shaw, Reuben J, Cohen, Richard A, Zang, Mengwei. ""AMPK phosphorylates and inhibits SREBP activity to attenuate hepatic steatosis and atherosclerosis in diet-induced insulin-resistant mice."" Cell metabolism, 2011, pp. 376-388."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It phosphorylates and activates various downstream targets, including AMPK and p53.[28][29][30]	"[30] Sun, Yu, Li, Xin, Yin, Chengqian, Zhang, Judy, Liang, Ershang, Wu, Xianfang, Ni, Ying, Arbesman, Joshua, Goding, Colin R, Chen, Shuyang. ""AMPK Phosphorylates ZDHHC13 to Increase MC1R Activity and Suppress Melanomagenesis."" Cancer research, 2023, pp. 1062-1073."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- STK11 interacts with HSP90AA1, which stabilizes and regulates its activity.[31][32][33]	"[31] Xiao, Xin, Wang, Wei, Li, Yuqian, Yang, Di, Li, Xiaokang, Shen, Chao, Liu, Yan, Ke, Xianzhu, Guo, Shuo, Guo, Zheng. ""HSP90AA1-mediated autophagy promotes drug resistance in osteosarcoma."" Journal of experimental & clinical cancer research : CR, 2018, pp. 201."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- STK11 interacts with HSP90AA1, which stabilizes and regulates its activity.[31][32][33]	"[32] Zuehlke, Abbey D, Beebe, Kristin, Neckers, Len, Prince, Thomas. ""Regulation and function of the human HSP90AA1 gene."" Gene, 2015, pp. 8-16."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- STK11 interacts with HSP90AA1, which stabilizes and regulates its activity.[31][32][33]	"[33] Kitajima, Shunsuke, Ivanova, Elena, Guo, Sujuan, Yoshida, Ryohei, Campisi, Marco, Sundararaman, Shriram K, Tange, Shoichiro, Mitsuishi, Yoichiro, Thai, Tran C, Masuda, Sayuri, Piel, Brandon P, Sholl, Lynette M, Kirschmeier, Paul T, Paweletz, Cloud P, Watanabe, Hideo, Yajima, Mamiko, Barbie, David A. ""Suppression of STING Associated with LKB1 Loss in KRAS-Driven Lung Cancer."" Cancer discovery, 2019, pp. 34-45."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- TNF is a pro-inflammatory cytokine that plays a role in inflammation, immune response, and apoptosis.	
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with various proteins, including HSP90AA1, to regulate its stability and function.[34][35][36]	"[34] Ramón, Manuel, Salces-Ortiz, Judit, González, Carmen, Pérez-Guzmán, M Dolores, Garde, J Julián, García-Álvarez, Olga, Maroto-Morales, Alejandro, Calvo, Jorge H, Serrano, M Magdalena. ""Influence of the temperature and the genotype of the HSP90AA1 gene over sperm chromatin stability in Manchega Rams."" PloS one, 2014, pp. e86107."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with various proteins, including HSP90AA1, to regulate its stability and function.[34][35][36]	"[35] Xu, Yunbin, Liu, Fei, Liu, Juan, Wang, Dandan, Yan, Yan, Ji, Senlin, Zan, Jie, Zhou, Jiyong. ""The co-chaperone Cdc37 regulates the rabies virus phosphoprotein stability by targeting to Hsp90AA1 machinery."" Scientific reports, 2016, pp. 27123."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with various proteins, including HSP90AA1, to regulate its stability and function.[34][35][36]	"[36] Zuehlke, Abbey D, Beebe, Kristin, Neckers, Len, Prince, Thomas. ""Regulation and function of the human HSP90AA1 gene."" Gene, 2015, pp. 8-16."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- VHL is an E3 ubiquitin ligase that targets hypoxia-inducible factor (HIF) for degradation.[37][38][39]	"[37] Buckley, Dennis L, Van Molle, Inge, Gareiss, Peter C, Tae, Hyun Seop, Michel, Julien, Noblin, Devin J, Jorgensen, William L, Ciulli, Alessio, Crews, Craig M. ""Targeting the von Hippel-Lindau E3 ubiquitin ligase using small molecules to disrupt the VHL/HIF-1α interaction."" Journal of the American Chemical Society, 2012, pp. 4465-8."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- VHL is an E3 ubiquitin ligase that targets hypoxia-inducible factor (HIF) for degradation.[37][38][39]	"[38] Zhang, Bichao, Kirn, Lauren A, Burke, Richard. ""The Vhl E3 ubiquitin ligase complex regulates melanisation via sima, cnc and the copper import protein Ctr1A."" Biochimica et biophysica acta. Molecular cell research, 2021, pp. 119022."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- VHL is an E3 ubiquitin ligase that targets hypoxia-inducible factor (HIF) for degradation.[37][38][39]	"[39] Lee, Jee H, Elly, Chris, Park, Yoon, Liu, Yun-Cai. ""E3 Ubiquitin Ligase VHL Regulates Hypoxia-Inducible Factor-1α to Maintain Regulatory T Cell Stability and Suppressive Capacity."" Immunity, 2015, pp. 1062-74."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with CUL3 and ELOC, forming the VCB (VHL-CUL3-ELOC) complex.[40][41][42]	"[40] Morandell, Jasmin, Schwarz, Lena A, Basilico, Bernadette, Tasciyan, Saren, Dimchev, Georgi, Nicolas, Armel, Sommer, Christoph, Kreuzinger, Caroline, Dotter, Christoph P, Knaus, Lisa S, Dobler, Zoe, Cacci, Emanuele, Schur, Florian K M, Danzl, Johann G, Novarino, Gaia. ""Cul3 regulates cytoskeleton protein homeostasis and cell migration during a critical window of brain development."" Nature communications, 2021, pp. 3058."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with CUL3 and ELOC, forming the VCB (VHL-CUL3-ELOC) complex.[40][41][42]	"[41] Wang, Yan, Zhao, Peng, Wang, Lili, Wang, Jigang, Ji, Xiaobin, Li, Yunxia, Shi, Hailei, Li, Yujun, Zhang, Wei, Jiang, Yanxia. ""Analysis of clinicopathological and molecular features of ELOC(TCEB1)-mutant renal cell carcinoma."" Pathology, research and practice, 2022, pp. 153960."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- It interacts with CUL3 and ELOC, forming the VCB (VHL-CUL3-ELOC) complex.[40][41][42]	"[42] Pham, Vinh Ngoc, Kathare, Praveen Kumar, Huq, Enamul. ""Phytochromes and Phytochrome Interacting Factors."" Plant physiology, 2018, pp. 1025-1038."
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	- This complex is involved in the regulation of cellular response to hypoxia.	
Ubiquitin regulation of p53 activity	CUL3,ELOC,FBXW7,HSP90AA1,MDM2,SKP1,STK11,TNF,VHL	In conclusion, the most prominent biological process performed by this system of interacting proteins is protein degradation and regulation. The proteins are involved in the formation of various E3 ubiquitin ligase complexes, chaperone activity, and regulation of cellular processes such as cell cycle, apoptosis, and response to hypoxia.	
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	The system of interacting proteins primarily involves cell cycle regulation, DNA damage response, and protein degradation. The most prominent biological process performed by this system is cell cycle regulation and DNA damage response.	
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	1. Cell cycle regulation: Several proteins in the system are involved in cell cycle regulation. AURKB (Aurora Kinase B) plays a crucial role in mitosis, ensuring proper chromosome segregation and cytokinesis. CCND1 (Cyclin D1) is a regulatory subunit of CDK4/6, promoting cell cycle progression from G1 to S phase. STK11 (LKB1) is a tumor suppressor and regulates cell cycle arrest in response to cellular stress.[1][2][3]	"[1] Wang, Qiong, He, Guopei, Hou, Mengmeng, Chen, Liutao, Chen, Shangwu, Xu, Anlong, Fu, Yonggui. ""Cell Cycle Regulation by Alternative Polyadenylation of CCND1."" Scientific reports, 2018, pp. 6824."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	1. Cell cycle regulation: Several proteins in the system are involved in cell cycle regulation. AURKB (Aurora Kinase B) plays a crucial role in mitosis, ensuring proper chromosome segregation and cytokinesis. CCND1 (Cyclin D1) is a regulatory subunit of CDK4/6, promoting cell cycle progression from G1 to S phase. STK11 (LKB1) is a tumor suppressor and regulates cell cycle arrest in response to cellular stress.[1][2][3]	"[2] Moura, David S, Campillo-Marcos, Ignacio, Vázquez-Cedeira, Marta, Lazo, Pedro A. ""VRK1 and AURKB form a complex that cross inhibit their kinase activity and the phosphorylation of histone H3 in the progression of mitosis."" Cellular and molecular life sciences : CMLS, 2018, pp. 2591-2611."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	1. Cell cycle regulation: Several proteins in the system are involved in cell cycle regulation. AURKB (Aurora Kinase B) plays a crucial role in mitosis, ensuring proper chromosome segregation and cytokinesis. CCND1 (Cyclin D1) is a regulatory subunit of CDK4/6, promoting cell cycle progression from G1 to S phase. STK11 (LKB1) is a tumor suppressor and regulates cell cycle arrest in response to cellular stress.[1][2][3]	"[3] Biswas, Leelabati, Tyc, Katarzyna, El Yakoubi, Warif, Morgan, Katie, Xing, Jinchuan, Schindler, Karen. ""Meiosis interrupted: the genetics of female infertility via meiotic failure."" Reproduction (Cambridge, England), 2021, pp. R13-R35."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	2. DNA damage response: DDB2 (Damage-specific DNA binding protein 2) is involved in nucleotide excision repair, recognizing and binding to damaged DNA. TP53 (p53) is a tumor suppressor and transcription factor that regulates cell cycle arrest, apoptosis, and DNA repair in response to DNA damage. MDM2 (Mouse double minute 2 homolog) is an E3 ubiquitin ligase that negatively regulates TP53 by promoting its degradation.[4][5][6]	"[4] Lindemann, A, Takahashi, H, Patel, A A, Osman, A A, Myers, J N. ""Targeting the DNA Damage Response in OSCC with TP53 Mutations."" Journal of dental research, 2018, pp. 635-644."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	2. DNA damage response: DDB2 (Damage-specific DNA binding protein 2) is involved in nucleotide excision repair, recognizing and binding to damaged DNA. TP53 (p53) is a tumor suppressor and transcription factor that regulates cell cycle arrest, apoptosis, and DNA repair in response to DNA damage. MDM2 (Mouse double minute 2 homolog) is an E3 ubiquitin ligase that negatively regulates TP53 by promoting its degradation.[4][5][6]	"[5] Zhang, Ying, Mandemaker, Imke K, Matsumoto, Syota, Foreman, Oded, Holland, Christopher P, Lloyd, Whitney R, Sugasawa, Kaoru, Vermeulen, Wim, Marteijn, Jurgen A, Galardy, Paul J. ""USP44 Stabilizes DDB2 to Facilitate Nucleotide Excision Repair and Prevent Tumors."" Frontiers in cell and developmental biology, 2021, pp. 663411."
Ubiquitin/Proteosome System	AURKB,CCND1,CUL3,DDB2,ELOC,ETV4,ETV5,FBXO11,FBXW7,HSP90AA1,MDM2,NF2,PARK2,PRAME,RIT1,SKP1,STK11,TET2,TNF,TP53,VHL	2. DNA damage response: DDB2 (Damage-specific DNA binding protein 2) is involved in nucleotide excision repair, recognizing and binding to damaged DNA. TP53 (p53) is a tumor suppressor and transcription factor that regulates cell cycle arrest, apoptosis, and DNA repair in response to DNA damage. MDM2 (Mouse double minute 2 homolog) is an E3 ubiquitin ligase that negatively regulates TP53 by promoting its degradation.[4][5][6]	"[6] Pines, Alex, Vrouwe, Mischa G, Marteijn, Jurgen A, Typas, Dimitris, Luijsterburg, Martijn S, Cansoy, Medine, Hensbergen, Paul, Deelder, André, de Groot, Anton, Matsumoto, Syota, Sugasawa, Kaoru, Thoma, Nicolas, Vermeulen, Wim, Vrieling, Harry, Mullenders, Leon. ""PARP1 promotes nucleotide excision repair through DDB2 stabilization and recruitment of ALC1."" The Journal of cell biology, 2012, pp. 235-49."
