Feature	Number of Genes	Genes
protein-macromolecule adaptor activity	1	GATAD2A
histone acetyltransferase activity	1	HAT1
histone H4 acetyltransferase activity	1	HAT1
histone H4K12 acetyltransferase activity	1	HAT1
internal protein amino acid acetylation	1	HAT1
chromosome organization	1	HAT1
core promoter sequence-specific DNA binding	1	HDAC1
p53 binding	1	HDAC1
Krueppel-associated box domain binding	1	HDAC1
E-box binding	1	HDAC1
protein deacetylation	1	HDAC1
negative regulation of myotube differentiation	1	HDAC1
cellular response to platelet-derived growth factor stimulus	1	HDAC1
negative regulation of I-kappaB kinase/NF-kappaB signaling	1	HDAC1
negative regulation by host of viral transcription	1	HDAC1
 smooth muscle cell proliferation	1	HDAC1
 endopeptidase activity	1	HDAC1
negative regulation of androgen receptor signaling pathway	1	HDAC1
histone H4 deacetylation	1	HDAC1
negative regulation of canonical Wnt signaling pathway	1	HDAC1
 amyloid-beta clearance	1	HDAC1
negative regulation of intrinsic apoptotic signaling pathway	1	HDAC1
neuronal cell body	1	HDAC1
heat shock protein binding	1	HDAC2
protein de-2-hydroxyisobutyrylase activity	1	HDAC2
response to amphetamine	1	HDAC2
cardiac muscle hypertrophy	1	HDAC2
response to xenobiotic stimulus	1	HDAC2
negative regulation of neuron projection development	1	HDAC2
dendrite development	1	HDAC2
response to caffeine	1	HDAC2
response to lipopolysaccharide	1	HDAC2
 interleukin-1 production	1	HDAC2
 tumor necrosis factor production	1	HDAC2
 collagen biosynthetic process	1	HDAC2
cellular response to heat	1	HDAC2
response to nicotine	1	HDAC2
response to cocaine	1	HDAC2
 tyrosine phosphorylation of STAT protein	1	HDAC2
negative regulation of DNA binding	1	HDAC2
negative regulation of MHC class II biosynthetic process	1	HDAC2
 proteolysis	1	HDAC2
behavioral response to ethanol	1	HDAC2
response to hyperoxia	1	HDAC2
negative regulation of dendritic spine development	1	HDAC2
heterochromatin organization	1	HDAC2
cellular response to retinoic acid	1	HDAC2
cellular response to transforming growth factor beta stimulus	1	HDAC2
 male mating behavior	1	HDAC2
negative regulation of peptidyl-lysine acetylation	1	HDAC2
protein import into nucleus	1	ING1
 programmed cell death	1	ING1
male meiosis I	1	ING2
spermatid development	1	ING2
flagellated sperm motility	1	ING2
 transforming growth factor beta receptor signaling pathway	1	ING2
 histone deacetylation	1	ING2
male germ-line stem cell asymmetric division	1	ING2
seminiferous tubule development	1	ING2
negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	1	ING2
 cellular senescence	1	ING2
CCAAT-binding factor complex	1	ING2
enzyme inhibitor activity	1	KDM5A
Myb complex	1	LIN37
DRM complex	1	LIN52
reproduction	1	LIN9
DNA biosynthetic process	1	LIN9
satellite DNA binding	1	MBD2
mRNA binding	1	MBD2
siRNA binding	1	MBD2
molecular adaptor activity	1	MBD2
C2H2 zinc finger domain binding	1	MBD2
response to mechanical stimulus	1	MBD2
Wnt signaling pathway	1	MBD2
 Wnt signaling pathway	1	MBD2
maternal behavior	1	MBD2
protein-containing complex assembly	1	MBD2
cellular response to organic cyclic compound	1	MBD2
tissue development	1	MBD3
 I-kappaB kinase/NF-kappaB signaling	1	MIER1
double-strand break repair	1	MTA1
response to ionizing radiation	1	MTA1
entrainment of circadian clock by photoperiod	1	MTA1
proteasome-mediated ubiquitin-dependent protein catabolic process	1	MTA1
locomotor rhythm	1	MTA1
 protein autoubiquitination	1	MTA1
nuclear envelope	1	MTA1
 fibroblast migration	1	MTA2
G2/M transition of mitotic cell cycle	1	MTA3
 granulosa cell proliferation	1	MTA3
granulosa cell proliferation	1	MTA3
segment specification	1	MTF2
stem cell population maintenance	1	MTF2
 transcriptional start site selection at RNA polymerase II promoter	1	PWWP2A
response to steroid hormone	1	RBBP7
cellular heat acclimation	1	RBBP7
skeletal muscle cell differentiation	1	SAP30
modulation by host of symbiont transcription	1	SAP30
phosphatidylinositol-5-phosphate binding	1	SAP30L
non-sequence-specific DNA binding, bending	1	SAP30L
fibrillar center	1	SAP30L
negative regulation of muscle organ development	1	SFMBT1
ubiquitin-protein transferase activity	1	SHPRH
hydrolase activity	1	SHPRH
ubiquitin protein ligase binding	1	SHPRH
ubiquitin protein ligase activity	1	SHPRH
protein polyubiquitination	1	SHPRH
protein ubiquitination	1	SHPRH
nucleosome	1	SHPRH
transcription regulator inhibitor activity	1	SIN3A
activation of innate immune response	1	SIN3A
 defense response to virus by host	1	SIN3A
hematopoietic progenitor cell differentiation	1	SIN3A
protein localization	1	SIN3A
 hormone levels	1	SIN3A
cerebral cortex neuron differentiation	1	SIN3A
 axon extension	1	SIN3A
 heterochromatin formation	1	SIN3A
negative regulation of circadian rhythm	1	SIN3A
 transcription from RNA polymerase II promoter in response to oxidative stress	1	SIN3A
 neuron differentiation	1	SIN3A
response to methylglyoxal	1	SIN3A
cellular response to glucose stimulus	1	SIN3A
negative regulation of protein localization to nucleus	1	SIN3A
negative regulation of transcription regulatory region DNA binding	1	SIN3A
 respiratory gaseous exchange by nervous system process	1	TSHZ3
 synaptic transmission, glutamatergic	1	TSHZ3
long-term synaptic potentiation	1	TSHZ3
growth cone	1	TSHZ3
 cytokine production	1	ZBTB2
 immune system process	1	ZBTB2
T-helper cell lineage commitment	1	ZFPM1
outflow tract morphogenesis	1	ZFPM1
atrioventricular valve morphogenesis	1	ZFPM1
mitral valve formation	1	ZFPM1
tricuspid valve formation	1	ZFPM1
 definitive erythrocyte differentiation	1	ZFPM1
erythrocyte differentiation	1	ZFPM1
megakaryocyte differentiation	1	ZFPM1
platelet formation	1	ZFPM1
granulocyte differentiation	1	ZFPM1
negative regulation of protein binding	1	ZFPM1
 chemokine production	1	ZFPM1
negative regulation of interleukin-4 production	1	ZFPM1
 type II interferon production	1	ZFPM1
embryonic hemopoiesis	1	ZFPM1
megakaryocyte development	1	ZFPM1
cardiac muscle tissue morphogenesis	1	ZFPM1
definitive erythrocyte differentiation	1	ZFPM1
primitive erythrocyte differentiation	1	ZFPM1
negative regulation of mast cell differentiation	1	ZFPM1
atrial septum morphogenesis	1	ZFPM1
histamine receptor activity	1	ZNF219
 neurotransmitter levels	1	ZNF219
G protein-coupled receptor signaling pathway	1	ZNF219
limb bud formation	1	ZNF219
negative regulation of miRNA transcription	1	ZNF512B
neuron fate commitment	1	ZNF521
telomere maintenance	1	ZNF827
establishment of protein localization to telomere	1	ZNF827
negative regulation of shelterin complex assembly	1	ZNF827
nuclear membrane	1	TNRC18
